Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDA38,5.422714519086136,Low Fat,0.025128854184248657,Dairy,241.18897099814032,OUT013,1986.9086202681926,High,Tier 3,Supermarket Type1,3124.5994
FDJ02,17.184874869466668,Regular,0.025043806948301422,Canned,147.2715393208463,OUT017,2006.9492148177956,Medium,Tier 2,Supermarket Type1,2354.2688
FDR24,17.29066514285955,Regular,0.06279548362445432,Baking Goods,90.17400096372567,OUT017,2007.0519803655204,Medium,Tier 2,Supermarket Type1,1258.362
FDF50,12.868555556196116,Low Fat,0.1170939465857084,Canned,198.79247506472913,OUT027,1985.0848347065075,Medium,Tier 3,Supermarket Type3,4729.8432
DRK59,8.970168478483103,Low Fat,0.07529791189355786,Hard Drinks,232.6506506734735,OUT018,2009.0258689983714,Medium,Tier 3,Supermarket Type2,937.4464
FDS10,19.22615148213271,Low Fat,0.035082750990545926,Snack Foods,181.3149718618913,OUT046,1997.0310548754117,Small,Tier 1,Supermarket Type1,1443.4544
FDO34,17.654631063430553,Low Fat,0.029264332541059354,Snack Foods,169.16905782815834,OUT035,2003.8633462415728,Small,Tier 2,Supermarket Type1,5201.2296
FDE29,8.88271259751467,Low Fat,0.14341796463684453,Frozen Foods,60.69050040189681,OUT018,2009.0523068567356,Medium,Tier 3,Supermarket Type2,1151.1682
FDD35,12.123786546292312,Low Fat,0.02582444217729637,Starchy Foods,119.37488814646197,OUT013,1987.0331528799923,High,Tier 3,Supermarket Type1,599.22
FDB34,15.200913936656782,Low Fat,0.04475310584723242,Snack Foods,84.91959489013895,OUT010,1998.0898060314942,Medium,Tier 3,Grocery Store,261.6594
DRH37,17.510099390658986,Low Fat,0.04207204429395676,Soft Drinks,164.60451925201218,OUT045,2001.978567073441,Medium,Tier 2,Supermarket Type1,2302.3364
FDV26,20.227274721332844,Regular,0.0770773133952693,Dairy,192.32655364530325,OUT013,1987.0806172858374,High,Tier 3,Supermarket Type1,1950.794
FDZ31,15.486396134718401,Regular,0.1142433253039294,Fruits and Vegetables,190.968723388176,OUT046,1997.0495824211714,Small,Tier 1,Supermarket Type1,1725.7536
FDP28,13.706231374661574,Regular,0.0805996202426823,Frozen Foods,261.79827356307607,OUT045,2002.0893141980155,Medium,Tier 2,Supermarket Type1,2348.9424
FDI21,5.635712285604584,Regular,0.05642511328613462,Snack Foods,65.15694581282759,OUT035,2004.0573298506147,Small,Tier 2,Supermarket Type1,447.4176
FDX45,16.787681253283992,Low Fat,0.1048056651322197,Snack Foods,155.6653705152732,OUT018,2008.8995128681784,Medium,Tier 3,Supermarket Type2,2816.334
NCM41,16.491275254536966,Low Fat,0.036064820069414666,Health and Hygiene,94.57271066634053,OUT045,2001.9543270379515,Medium,Tier 2,Supermarket Type1,838.908
FDK50,8.003045482916106,Low Fat,0.053038266484033,Canned,160.50164980227137,OUT017,2006.8965614719596,Medium,Tier 2,Supermarket Type1,3235.788
FDZ37,8.094375742222889,Regular,0.054586116654633594,Canned,88.6362118319483,OUT013,1987.0229530128436,High,Tier 3,Supermarket Type1,261.6594
FDP39,12.867967862108452,Low Fat,0.06925553384515235,Meat,51.93247456833099,OUT027,1985.0176288492203,Medium,Tier 3,Supermarket Type3,1298.31
FDE20,11.288678601683541,Regular,0.0052652798819263075,Fruits and Vegetables,168.40266852183268,OUT017,2006.9285355793245,Medium,Tier 2,Supermarket Type1,3225.801
FDS16,15.127139783793456,Regular,0.06642100382092286,Frozen Foods,147.33028225796937,OUT049,1999.1684332328593,Medium,Tier 1,Supermarket Type1,4540.756
FDG34,11.47445614299577,Regular,0.038270764277927215,Snack Foods,109.6873028510938,OUT018,2009.1331515305135,Medium,Tier 3,Supermarket Type2,1953.4572
FDQ45,9.48584142666537,Regular,0.053224551937982964,Snack Foods,183.2454769725671,OUT010,1998.0131762342737,Medium,Tier 3,Grocery Store,1102.5648
FDB34,15.215686846013506,Low Fat,0.044162376133256784,Snack Foods,85.9007412382658,OUT010,1997.987227653141,Medium,Tier 3,Grocery Store,261.6594
DRE60,9.45949699011474,Low Fat,0.15921631694378285,Soft Drinks,224.5730395994581,OUT013,1986.8794702077791,High,Tier 3,Supermarket Type1,3621.952
DRH13,8.515455540259696,Low Fat,0.023386383628094802,Soft Drinks,106.81108832851581,OUT018,2008.885733534072,Medium,Tier 3,Supermarket Type2,958.752
NCP43,17.788556412788488,Low Fat,0.03034437209457814,Others,181.02620584547188,OUT046,1997.0140404045783,Small,Tier 1,Supermarket Type1,2336.958
FDY37,17.055074341875095,Regular,0.026146020971522292,Canned,141.55669096522604,OUT035,2003.98968465702,Small,Tier 2,Supermarket Type1,3292.381
FDT23,7.722141061268247,Regular,0.07456935734063978,Breads,76.61876382624219,OUT046,1997.0395906287404,Small,Tier 1,Supermarket Type1,1947.465
FDW11,12.89409679894296,Low Fat,0.04802391969218837,Breads,60.00757108543133,OUT027,1985.0556887449181,Medium,Tier 3,Supermarket Type3,1114.5492
FDZ02,6.917664225152475,Regular,0.03942754530573497,Dairy,96.66037985643966,OUT017,2006.9348618006932,Medium,Tier 2,Supermarket Type1,587.2356
FDY52,6.364940442792,Low Fat,0.006325910594716581,Frozen Foods,63.321015903987856,OUT045,2002.0701673425212,Medium,Tier 2,Supermarket Type1,1225.072
DRD24,13.725600733041784,Low Fat,0.029874892624391167,Soft Drinks,143.48846036710808,OUT046,1996.9026930601578,Small,Tier 1,Supermarket Type1,1985.4156
FDR37,16.44866438516881,Regular,0.06633079338335102,Breakfast,181.10733734045104,OUT049,1998.9813022332908,Medium,Tier 1,Supermarket Type1,4195.8716
FDT55,12.88761750547564,Regular,0.07674693528422935,Fruits and Vegetables,155.13500894022928,OUT019,1985.0805525747385,Small,Tier 1,Grocery Store,473.3838
FDU22,12.860478298619237,Low Fat,0.16280207874292107,Snack Foods,119.93584501173305,OUT019,1984.9710627407337,Small,Tier 1,Grocery Store,474.0496
FDP60,12.799621978067746,Low Fat,0.0558024869431435,Baking Goods,99.43704865870146,OUT027,1984.9836559183002,Medium,Tier 3,Supermarket Type3,2833.6448
DRM49,6.092225821528777,Regular,0.15323677219090348,Soft Drinks,45.02163525142854,OUT017,2006.9731594187806,Medium,Tier 2,Supermarket Type1,1025.9978
DRA12,11.619104333765364,Low Fat,0.04113832580170558,Soft Drinks,140.61890390832303,OUT017,2006.7994337883854,Medium,Tier 2,Supermarket Type1,2552.6772
FDD10,20.546489304952296,Regular,0.04619672433835834,Snack Foods,178.88384504135126,OUT018,2009.0972342976604,Medium,Tier 3,Supermarket Type2,1605.9096
DRK11,8.203132664864336,Low Fat,0.011081043584623342,Hard Drinks,149.73138966547054,OUT018,2009.0951766947728,Medium,Tier 3,Supermarket Type2,1043.9744
FDB16,8.170299195064008,Low Fat,0.045309743800122766,Dairy,87.14710299263741,OUT046,1996.9817081025349,Small,Tier 1,Supermarket Type1,1569.9564
FDQ22,16.753366020704895,Low Fat,0.029343366431976714,Snack Foods,38.42103281948167,OUT045,2002.0016665399237,Medium,Tier 2,Supermarket Type1,314.2576
DRE60,9.401695994683912,Low Fat,0.15977753984147625,Soft Drinks,225.09324114246448,OUT049,1998.9507569317286,Medium,Tier 1,Supermarket Type1,7017.532
NCU18,15.149467415379775,Low Fat,0.05587827633706705,Household,141.0526586382548,OUT017,2007.0225755494941,Medium,Tier 2,Supermarket Type1,2681.8424
FDZ22,9.455143610835135,Low Fat,0.04560523050097495,Snack Foods,83.68214141769596,OUT045,2002.1294967294834,Medium,Tier 2,Supermarket Type1,665.8
NCO07,9.080323756390161,Low Fat,0.009613291653267034,Others,210.90978997139297,OUT018,2008.9241701897206,Medium,Tier 3,Supermarket Type2,3621.952
FDF58,13.274711132041183,Low Fat,0.008908756722720465,Snack Foods,64.63712954991773,OUT046,1996.9493553126051,Small,Tier 1,Supermarket Type1,1644.526
NCR53,12.21941580063644,Low Fat,0.1447693345258331,Health and Hygiene,224.88318764398718,OUT013,1986.9857381996515,High,Tier 3,Supermarket Type1,1800.3232
FDJ48,11.331798794840838,Low Fat,0.05645943428716848,Baking Goods,248.2312714273133,OUT035,2004.0056895035275,Small,Tier 2,Supermarket Type1,2223.1062
NCL31,7.389612610093326,Low Fat,0.12037529125351573,Others,143.11449129488847,OUT045,2002.1218123302608,Medium,Tier 2,Supermarket Type1,2433.499
FDO56,10.16528084098794,Regular,0.0443838364241993,Fruits and Vegetables,119.20236473132071,OUT045,2002.0461468527712,Medium,Tier 2,Supermarket Type1,468.7232
DRC01,12.872462523134056,Regular,0.018712214847680656,Soft Drinks,47.99361539015811,OUT027,1984.8709499102813,Medium,Tier 3,Supermarket Type3,1034.6532
NCP06,20.70241079898248,Low Fat,0.03893082020047273,Household,151.65709112205815,OUT017,2007.129821129531,Medium,Tier 2,Supermarket Type1,604.5464
FDR09,18.269956484402986,Low Fat,0.07786043409174634,Snack Foods,261.10479806766284,OUT049,1998.8493988954617,Medium,Tier 1,Supermarket Type1,3884.943
FDD38,12.834674240269033,Regular,0.014727707803469922,Canned,103.40848980766229,OUT019,1984.9494026854036,Small,Tier 1,Grocery Store,203.7348
FDS19,13.775235961607107,Regular,0.06438484502906007,Fruits and Vegetables,74.48040584005852,OUT046,1997.1056696795995,Small,Tier 1,Supermarket Type1,1214.4192
NCT41,15.784839006668811,Low Fat,0.055784977138521354,Health and Hygiene,153.36044278769032,OUT046,1996.9409249643513,Small,Tier 1,Supermarket Type1,3795.06
FDS34,19.336187097786816,Regular,0.07699867128341731,Snack Foods,113.1577973153835,OUT017,2007.1307957070076,Medium,Tier 2,Supermarket Type1,683.1108
FDQ56,6.633737160429804,Low Fat,0.105653825004708,Fruits and Vegetables,84.74025204881387,OUT046,1997.028053116831,Small,Tier 1,Supermarket Type1,1342.2528
DRF03,19.105247884898464,Low Fat,0.07616367219637317,Dairy,39.31858004702748,OUT010,1997.860970892994,Medium,Tier 3,Grocery Store,81.2276
DRH23,12.869857656473998,Low Fat,0.29815490496234204,Hard Drinks,56.86216551506195,OUT019,1985.011896374305,Small,Tier 1,Grocery Store,110.5228
FDO57,20.736747118966562,Low Fat,0.10888715085565828,Snack Foods,160.7010819140844,OUT018,2008.972474763253,Medium,Tier 3,Supermarket Type2,4492.8184
FDW45,18.04451638165951,Low Fat,0.0395706017719738,Snack Foods,147.96538109115255,OUT046,1997.1846228255808,Small,Tier 1,Supermarket Type1,4119.9704
FDT43,16.304278310725916,Low Fat,0.020211580633818445,Fruits and Vegetables,50.5948397305801,OUT046,1996.9764034716284,Small,Tier 1,Supermarket Type1,571.2564
FDT01,13.659167549243673,Regular,0.18491692566492177,Canned,211.86072283494548,OUT049,1998.861200247155,Medium,Tier 1,Supermarket Type1,4035.4138
NCU41,18.798384915159197,Low Fat,0.05254046925406342,Health and Hygiene,188.7221847040992,OUT046,1997.1638377033503,Small,Tier 1,Supermarket Type1,2101.9306
FDY10,17.557933781202333,Low Fat,0.04864174341181607,Snack Foods,113.04984534530426,OUT018,2009.0058896209164,Medium,Tier 3,Supermarket Type2,2862.94
FDC34,15.952527637546773,Regular,0.17238657058294107,Snack Foods,157.0909703918076,OUT046,1996.9819580184742,Small,Tier 1,Supermarket Type1,4673.916
NCG55,16.223504502917834,Low Fat,0.038916460014584216,Household,116.25896646482853,OUT013,1986.9650498183078,High,Tier 3,Supermarket Type1,1488.7288
FDS57,15.560333234073838,Low Fat,0.05491092052766834,Snack Foods,141.64950154344044,OUT017,2006.932200168754,Medium,Tier 2,Supermarket Type1,3006.087
NCT06,17.060897597639965,Low Fat,0.0539810963631375,Household,167.2470312362414,OUT018,2008.9141721886344,Medium,Tier 3,Supermarket Type2,1326.2736
FDD56,15.236095846429311,Regular,0.10456743826699547,Fruits and Vegetables,178.05721404410008,OUT018,2008.9955578627746,Medium,Tier 3,Supermarket Type2,2976.7918
FDZ01,8.975783879579243,Regular,0.008643633068827424,Canned,102.69080024668466,OUT013,1986.9481661668244,High,Tier 3,Supermarket Type1,309.597
FDB52,12.805564540536825,Low Fat,0.03072115411618615,Dairy,256.48943573893627,OUT027,1985.0204362094644,Medium,Tier 3,Supermarket Type3,4346.3424
FDQ10,12.879275024659131,Low Fat,0.03313968736383146,Snack Foods,172.3785397381464,OUT045,2002.167741207961,Medium,Tier 2,Supermarket Type1,4483.4972
NCE42,12.894546193999966,Low Fat,0.010291734329229231,Household,234.4949152390978,OUT027,1985.1102500697752,Medium,Tier 3,Supermarket Type3,13086.9648
FDY08,12.909630228961225,Regular,0.17047490943062238,Fruits and Vegetables,143.0193990886634,OUT027,1985.0860771128378,Medium,Tier 3,Supermarket Type3,3231.1274
FDU23,12.118758795562961,Low Fat,0.0362399473805333,Breads,165.817919880472,OUT010,1997.918214337961,Medium,Tier 3,Grocery Store,330.2368
FDA32,13.959510225816414,Low Fat,0.030468835198818385,Fruits and Vegetables,216.646585751836,OUT018,2008.9341630589486,Medium,Tier 3,Supermarket Type2,3020.0688
FDP45,15.669940571680153,Regular,0.030942957975013542,Snack Foods,251.7508578977793,OUT017,2006.9431849389036,Medium,Tier 2,Supermarket Type1,3020.0688
NCQ38,16.35821179674609,Low Fat,0.013760098770044905,Others,106.68302082662642,OUT045,2001.8846449795208,Medium,Tier 2,Supermarket Type1,1065.28
NCM30,19.10033624272679,Low Fat,0.06681548292877353,Household,40.238682344733604,OUT013,1987.0183808844404,High,Tier 3,Supermarket Type1,660.4736
NCQ38,16.33350479340946,Low Fat,0.013487248252443086,Others,107.02492158573351,OUT045,2001.9527276192516,Medium,Tier 2,Supermarket Type1,1065.28
FDE11,17.69949005120741,Regular,0.2262065922227123,Starchy Foods,186.5102719629323,OUT010,1997.9374689655829,Medium,Tier 3,Grocery Store,370.1848
FDW07,18.10862308001618,Regular,0.23859751121557865,Fruits and Vegetables,89.04670236026465,OUT010,1998.0050269731378,Medium,Tier 3,Grocery Store,88.5514
FDT22,10.341968861050457,Low Fat,0.11218714236392613,Snack Foods,58.377860976275905,OUT035,2003.9637192884304,Small,Tier 2,Supermarket Type1,659.142
FDJ04,17.892449754245813,Low Fat,0.1251053028567618,Frozen Foods,120.2359037997579,OUT045,2002.175166688985,Medium,Tier 2,Supermarket Type1,2725.7852
FDX36,9.654848557571237,Regular,0.12900328481825177,Baking Goods,224.54823550846226,OUT018,2009.0794692354002,Medium,Tier 3,Supermarket Type2,5851.0504
FDY08,9.459563541888441,Regular,0.17227464581560414,Fruits and Vegetables,138.77598216002636,OUT045,2002.03670734066,Medium,Tier 2,Supermarket Type1,1685.8056
FDU39,18.851768403140664,Low Fat,0.03606761326544558,Meat,57.36664126088781,OUT045,2001.9841473192791,Medium,Tier 2,Supermarket Type1,1185.124
FDQ28,14.048860975886761,Regular,0.06033758880948021,Frozen Foods,154.52953890338623,OUT013,1987.081174182792,High,Tier 3,Supermarket Type1,2471.4496
FDX34,6.2392794664528655,Low Fat,0.07164459787977617,Snack Foods,122.95511246435429,OUT046,1996.9927647301054,Small,Tier 1,Supermarket Type1,1205.098
NCW53,18.362472581020757,Low Fat,0.030500574543073547,Health and Hygiene,191.42405752807187,OUT013,1986.9685632771057,High,Tier 3,Supermarket Type1,1346.9134
FDN34,15.524129194651552,Regular,0.045314844073868855,Snack Foods,167.6796915998686,OUT035,2003.9768723156571,Small,Tier 2,Supermarket Type1,2874.9244
FDN58,12.795640298576343,Regular,0.057017741203249046,Snack Foods,229.3733046763555,OUT027,1984.9184151458574,Medium,Tier 3,Supermarket Type3,9267.936
FDP37,15.58138359164582,Low Fat,0.14380744308067614,Breakfast,131.37579876584425,OUT013,1986.9620163968777,High,Tier 3,Supermarket Type1,2826.9868
FDY49,17.174955720953854,Regular,0.011652014896944295,Canned,164.55882001131303,OUT017,2007.0100947156748,Medium,Tier 2,Supermarket Type1,2641.8944
FDY22,16.48865249063159,Regular,0.16031568991918352,Snack Foods,143.16272918372948,OUT018,2009.0409098785378,Medium,Tier 3,Supermarket Type2,1581.9408
DRL11,10.488358469157662,Low Fat,0.046861828604163915,Hard Drinks,157.51161346836903,OUT045,2001.9870681871162,Medium,Tier 2,Supermarket Type1,4102.6596
FDE36,5.298696418850735,Regular,0.04242167056403211,Baking Goods,165.35652198866913,OUT018,2009.0345070550825,Medium,Tier 3,Supermarket Type2,2293.0152
NCB06,17.69609893600534,Low Fat,0.0822518802412494,Health and Hygiene,160.30080981285096,OUT013,1986.8627850910668,High,Tier 3,Supermarket Type1,1278.336
DRQ35,9.312552663864379,Low Fat,0.04218548905861611,Hard Drinks,124.61264605012923,OUT045,2002.1658303456059,Medium,Tier 2,Supermarket Type1,1609.9044
FDQ32,12.882962577343374,Regular,0.04600322909974056,Fruits and Vegetables,124.4760671855767,OUT027,1984.9486077016597,Medium,Tier 3,Supermarket Type3,2972.1312
FDP45,15.686875420820096,Regular,0.030288817148758477,Snack Foods,252.37522433115168,OUT017,2006.9746301340308,Medium,Tier 2,Supermarket Type1,3020.0688
FDI26,12.768308473810825,Low Fat,0.060078072411066684,Canned,179.86112719613595,OUT019,1984.9970021037652,Small,Tier 1,Grocery Store,892.172
FDJ04,17.962551166670625,Low Fat,0.1246709751879003,Frozen Foods,118.35612514168567,OUT046,1996.9654618947548,Small,Tier 1,Supermarket Type1,1303.6364
FDN21,18.615130291689546,Low Fat,0.07651301614593202,Snack Foods,161.3486257014984,OUT046,1997.0902118590604,Small,Tier 1,Supermarket Type1,483.3708
NCC55,10.78828441250601,Low Fat,0.0636373719616715,Household,36.840679401489844,OUT018,2008.962163571296,Medium,Tier 3,Supermarket Type2,372.848
NCM53,18.74508521944866,Low Fat,0.05224823469083775,Health and Hygiene,109.54996825191171,OUT017,2006.9945007825754,Medium,Tier 2,Supermarket Type1,1065.28
NCV05,10.164191680813518,Low Fat,0.030495864685294735,Health and Hygiene,153.12115247760877,OUT046,1997.0109132579016,Small,Tier 1,Supermarket Type1,1544.656
FDD39,12.822778191152594,Low Fat,0.07074466404037524,Dairy,214.45368658748973,OUT027,1984.9429806201183,Medium,Tier 3,Supermarket Type3,4327.7
FDD57,18.184127292206355,Low Fat,0.02256890253652066,Fruits and Vegetables,98.16556660803055,OUT035,2003.972250821596,Small,Tier 2,Supermarket Type1,1332.9316
DRL11,10.528882157355358,Low Fat,0.04837380189727647,Hard Drinks,159.70262033075218,OUT018,2009.0550070447173,Medium,Tier 3,Supermarket Type2,3629.2758
FDS28,8.2845571179757,Regular,0.08352650163377813,Frozen Foods,58.05086861521061,OUT017,2006.909397614324,Medium,Tier 2,Supermarket Type1,171.7764
NCR54,12.833262135688386,Low Fat,0.15776724745799842,Household,195.3781810403557,OUT019,1984.950383605153,Small,Tier 1,Grocery Store,196.411
FDT09,12.864027370136592,Regular,0.011755335472081276,Snack Foods,133.08825656383868,OUT027,1985.1121642970313,Medium,Tier 3,Supermarket Type3,4350.3372
FDX23,6.464005046997496,Low Fat,0.029655369790437938,Baking Goods,92.60595567252105,OUT046,1996.9821791283798,Small,Tier 1,Supermarket Type1,1039.9796
FDA01,14.965479822466335,Regular,0.05558706379277881,Canned,59.975550737936565,OUT017,2006.9682249950456,Medium,Tier 2,Supermarket Type1,1581.9408
FDT50,6.793765303751756,Regular,0.10852488752759291,Dairy,95.63629371278527,OUT018,2009.0973082737005,Medium,Tier 3,Supermarket Type2,1246.3776
FDN44,13.062197092203343,Low Fat,0.022584363783736638,Fruits and Vegetables,160.6272848207338,OUT049,1998.9967544845829,Medium,Tier 1,Supermarket Type1,4793.76
FDT12,12.83646760706491,Regular,0.049817152818668844,Baking Goods,227.29077890733424,OUT027,1984.9583825923578,Medium,Tier 3,Supermarket Type3,4739.8302
NCD06,13.025103003389445,Low Fat,0.09931589272362965,Household,47.44607105078223,OUT013,1986.932110224616,High,Tier 3,Supermarket Type1,699.09
FDM13,6.421265888163994,Low Fat,0.06326734063311014,Breakfast,132.16162575091315,OUT018,2009.0442335751477,Medium,Tier 3,Supermarket Type2,524.6504
FDK21,7.9095435927131685,Low Fat,0.010828394453268568,Snack Foods,248.61670105182688,OUT035,2004.0583227481584,Small,Tier 2,Supermarket Type1,3755.112
NCO30,19.59264459008513,Low Fat,0.016429087091368647,Household,181.68806163630546,OUT013,1986.912370617778,High,Tier 3,Supermarket Type1,4042.7376
NCF07,8.946047774073294,Low Fat,0.03155252070079568,Household,102.18014013350405,OUT049,1999.0140968267403,Medium,Tier 1,Supermarket Type1,1416.8224
NCY54,8.394451929496778,Low Fat,0.17781922132974678,Household,170.71141504527992,OUT046,1996.9648917674424,Small,Tier 1,Supermarket Type1,2586.633
NCJ54,12.842724700136365,Low Fat,0.06037038801116315,Household,232.15744166555803,OUT027,1985.0104252143956,Medium,Tier 3,Supermarket Type3,5344.3766
FDO22,13.513959283180096,Regular,0.01851119393141325,Snack Foods,79.43102519595327,OUT049,1998.9753200500777,Medium,Tier 1,Supermarket Type1,1438.128
FDY55,16.73947170303053,Low Fat,0.08173955849013761,Fruits and Vegetables,257.28290265619586,OUT013,1987.0722818020088,High,Tier 3,Supermarket Type1,7452.9652
FDA26,12.936432715403262,Regular,0.1290872758927482,Dairy,219.3251123508823,OUT019,1985.0033115972383,Small,Tier 1,Grocery Store,219.0482
FDX46,12.338344900686332,Regular,0.05813252661233105,Snack Foods,61.20514762478073,OUT035,2004.1496380523236,Small,Tier 2,Supermarket Type1,1777.686
FDQ15,20.38290807685322,Regular,0.05380321993012475,Meat,82.8128546331868,OUT046,1996.8107131149836,Small,Tier 1,Supermarket Type1,1787.0072
FDM44,12.537861361020138,Low Fat,0.031180927140509983,Fruits and Vegetables,102.58166975519792,OUT049,1998.9892937724871,Medium,Tier 1,Supermarket Type1,1960.781
NCM55,15.659134708341643,Low Fat,0.06666098086535374,Others,186.10351361019414,OUT046,1996.9619609642843,Small,Tier 1,Supermarket Type1,3516.7556
FDR15,9.284488274289405,Regular,0.03329466736428646,Meat,152.7573529166246,OUT046,1996.9171934209576,Small,Tier 1,Supermarket Type1,2326.971
NCX54,9.185524639707136,Low Fat,0.04872982866406184,Household,105.46197706930391,OUT017,2006.9939648987709,Medium,Tier 2,Supermarket Type1,1693.7952
FDR46,16.954770116585678,Low Fat,0.13985679981621074,Snack Foods,145.7581544480789,OUT018,2008.9735596887451,Medium,Tier 3,Supermarket Type2,2490.092
DRD13,12.821980158500619,Low Fat,0.048901934779712046,Soft Drinks,64.71829102998561,OUT027,1985.1135410613256,Medium,Tier 3,Supermarket Type3,3068.0064
NCV29,11.73586863195641,Low Fat,0.023376734794312994,Health and Hygiene,175.80191466594184,OUT049,1998.865679175543,Medium,Tier 1,Supermarket Type1,533.3058
NCE19,8.955151761727532,Low Fat,0.09274296620940235,Household,51.883892796541936,OUT045,2001.9988093261554,Medium,Tier 2,Supermarket Type1,1037.3164
FDF39,14.805613752311361,Regular,0.019680823240633954,Dairy,263.09679461292086,OUT045,2001.9834246827036,Medium,Tier 2,Supermarket Type1,4207.856
NCE19,9.025514655095934,Low Fat,0.0931554643327921,Household,55.33218221078359,OUT035,2004.0776577490697,Small,Tier 2,Supermarket Type1,873.5296
FDX21,12.828417350650643,Low Fat,0.08473217093136157,Snack Foods,110.05732568127411,OUT027,1985.0100670176726,Medium,Tier 3,Supermarket Type3,2074.6328
NCE30,16.040905278036,Low Fat,0.09842989619030333,Household,214.56868100513574,OUT049,1999.0615500429212,Medium,Tier 1,Supermarket Type1,1486.7314
FDN58,13.775453968136695,Regular,0.05734457236645471,Snack Foods,231.117674273883,OUT046,1997.0393136640432,Small,Tier 1,Supermarket Type1,5097.3648
FDO27,6.179366521866239,Regular,0.054028413870022204,Meat,94.58271589311876,OUT045,2001.898659676833,Medium,Tier 2,Supermarket Type1,1534.0032
NCH54,13.489241619837244,Low Fat,0.07277001938143847,Household,162.30336058139827,OUT018,2008.9257266585025,Medium,Tier 3,Supermarket Type2,1917.504
NCO53,16.270126734640204,Low Fat,0.055011444509646325,Health and Hygiene,181.825494632252,OUT049,1998.9251901002383,Medium,Tier 1,Supermarket Type1,3123.9336
FDK03,12.627976217827808,Regular,0.07399208596331121,Dairy,256.19807467407514,OUT046,1996.9573693480856,Small,Tier 1,Supermarket Type1,2797.6916
FDO50,12.8595279580209,Low Fat,0.07727572377567826,Canned,93.01018596464701,OUT027,1984.9506096950738,Medium,Tier 3,Supermarket Type3,2940.1728
NCH07,13.151610335060518,Low Fat,0.09340731088574487,Household,158.28176110318208,OUT045,2001.9838970286303,Medium,Tier 2,Supermarket Type1,3010.7476
FDW19,12.384250875795125,Regular,0.03864063878516684,Fruits and Vegetables,110.15336254514636,OUT018,2009.0423400880359,Medium,Tier 3,Supermarket Type2,1757.712
DRC13,8.274486703298694,Regular,0.03283948149260832,Soft Drinks,123.91570625691875,OUT017,2006.9952237610096,Medium,Tier 2,Supermarket Type1,1847.595
FDI33,16.50897903446843,Low Fat,0.028538419652176326,Snack Foods,90.17699142999767,OUT017,2006.9573375196571,Medium,Tier 2,Supermarket Type1,2554.0088
FDZ25,15.73136094765789,Regular,0.027601273595077237,Canned,169.85966515387653,OUT045,2002.061602368469,Medium,Tier 2,Supermarket Type1,3735.138
FDN21,12.907082213108776,Low Fat,0.07621078305941367,Snack Foods,162.47049509297548,OUT027,1984.9707457407908,Medium,Tier 3,Supermarket Type3,2416.854
FDX31,20.33392785031475,Regular,0.025078859591799372,Fruits and Vegetables,233.2550052108162,OUT010,1997.969607400186,Medium,Tier 3,Grocery Store,467.3916
DRH13,8.622812098352227,Low Fat,0.023767002970897236,Soft Drinks,107.94880527549054,OUT013,1987.0187908497903,High,Tier 3,Supermarket Type1,958.752
FDZ48,17.782450080477673,Low Fat,0.0767494208028706,Baking Goods,112.45194036096991,OUT049,1999.0976485117376,Medium,Tier 1,Supermarket Type1,2348.9424
FDH17,16.15925058325062,Regular,0.01660417940602364,Frozen Foods,97.53137933764188,OUT035,2004.1252809140046,Small,Tier 2,Supermarket Type1,1174.4712
NCB19,12.888393033007413,Low Fat,0.15849303165607162,Household,86.46779258598744,OUT019,1984.947758331256,Small,Tier 1,Grocery Store,85.8882
NCV53,8.239454114454984,Low Fat,0.01906833346232426,Health and Hygiene,238.89918275305092,OUT018,2008.9894786244067,Medium,Tier 3,Supermarket Type2,3835.008
FDJ52,7.102146069899905,Low Fat,0.016805978426814316,Frozen Foods,159.6093175859605,OUT018,2009.1181210039692,Medium,Tier 3,Supermarket Type2,2246.4092
FDX26,17.650403485905414,Low Fat,0.05349859717121543,Dairy,182.35353184012519,OUT013,1986.8669126961113,High,Tier 3,Supermarket Type1,2736.438
FDC47,15.11236676740232,Low Fat,0.11775068134361134,Snack Foods,229.87427875806608,OUT013,1986.8662127769958,High,Tier 3,Supermarket Type1,4339.0186
FDJ12,8.945149813117041,Regular,0.039163759562415176,Baking Goods,206.7421654609773,OUT017,2007.0122543160467,Medium,Tier 2,Supermarket Type1,2492.7552
FDU27,12.80522319327096,Regular,0.17069070938599953,Meat,46.49497643212163,OUT027,1985.030650577917,Medium,Tier 3,Supermarket Type3,2109.2544
DRJ49,6.833456748890623,Low Fat,0.013816828302359196,Soft Drinks,128.04298139375504,OUT018,2009.1111554104891,Medium,Tier 3,Supermarket Type2,1679.1476
FDL50,12.08471726567749,Regular,0.04265726207140437,Canned,125.10562321044966,OUT049,1998.9116708400281,Medium,Tier 1,Supermarket Type1,1867.569
FDG52,13.62066242033751,Low Fat,0.06586973852470505,Frozen Foods,46.687942933820175,OUT018,2009.0432004007766,Medium,Tier 3,Supermarket Type2,459.402
FDD03,13.304795960934387,Low Fat,0.08007559681929975,Dairy,232.68091775483558,OUT046,1996.9872278614357,Small,Tier 1,Supermarket Type1,699.09
